## [iView]
## Converted from:	C:\Users\iView X\Desktop\Results\gaze_xsit_01\081004-[fd30ba9f-fb98-4662-a880-e61a28b9b2d3]\081004-eye_data.idf
## Date:	10.08.2015 13:06:04
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	30
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	4409                                                                                                                                                                                                                                                            
## Reversed:	none
## [Run]
## Subject:	081004                                                                                                                                                                                                                                                          
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## Calibration Point 0:	Position(960;540)
## Calibration Point 1:	Position(480;54)
## Calibration Point 2:	Position(1824;270)
## Calibration Point 3:	Position(1440;1026)
## Calibration Point 4:	Position(96;810)
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RNX1044602-1524//SMI_REDn Scientific///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.2.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Trigger	Frame	Aux1
7411343962	MSG	1	# Message: 8b86f09171cd2952482360b33cb50ebd_1920x1080.avi
7411360757	SMP	1	1439.73	926.06	1132.13	933.28	13.42	13.42	2.55	12.81	12.81	2.47	1433.12	931.07	1441.64	931.26	1125.13	938.55	1133.59	938.76	540.32	476.41	540.32	476.41	0	1	1	2	-1	-1	-18.92	-34.60	635.55	43.13	-36.09	635.27	-0.07	0.26	-0.96	-0.18	0.27	-0.95	0	 -1	
7411394102	SMP	1	1439.63	926.02	1131.87	933.29	13.17	13.17	2.55	13.11	13.11	2.48	1433.04	930.89	1441.60	931.15	1124.95	938.44	1133.48	938.56	545.89	485.42	545.89	485.42	0	1	1	2	-1	-1	-18.82	-34.43	632.87	42.93	-35.87	631.86	-0.07	0.26	-0.96	-0.17	0.27	-0.95	0	 -1	
7411427493	SMP	1	1439.55	926.08	1131.86	933.33	13.19	13.19	2.54	13.02	13.02	2.48	1432.94	931.10	1441.56	931.29	1124.90	938.67	1133.46	938.82	548.76	482.60	548.76	482.60	0	1	1	2	-1	-1	-18.72	-34.30	629.96	42.81	-35.81	630.01	-0.07	0.26	-0.96	-0.17	0.27	-0.95	0	 -1	
7411460737	SMP	1	1439.52	926.25	1131.69	933.34	13.46	13.46	2.54	13.02	13.02	2.47	1432.84	931.06	1441.42	931.27	1124.82	938.67	1133.36	938.82	551.01	488.35	551.01	488.35	0	1	1	2	-1	-1	-18.68	-34.26	629.27	42.77	-35.77	629.25	-0.07	0.25	-0.97	-0.17	0.27	-0.95	0	 -1	
7411494174	SMP	1	1438.24	925.29	1130.39	932.69	13.29	13.29	2.53	13.04	13.04	2.47	1432.11	930.46	1440.65	930.72	1124.08	938.16	1132.60	938.51	586.61	478.22	586.61	478.22	0	1	1	2	-1	-1	-18.52	-34.13	628.95	42.90	-35.66	628.86	-0.05	0.27	-0.96	-0.15	0.28	-0.95	0	 -1	
7411527396	SMP	1	1431.77	922.68	1124.92	930.29	13.61	13.61	2.54	13.06	13.06	2.47	1428.86	929.23	1437.17	929.19	1121.58	937.41	1130.15	937.24	1017.50	296.09	1017.50	296.09	0	1	1	2	-1	-1	-17.95	-34.03	632.34	43.30	-35.39	627.58	0.08	0.32	-0.95	-0.02	0.34	-0.94	0	 -1	
7411560738	SMP	1	1432.10	922.89	1124.82	930.50	13.58	13.58	2.55	13.05	13.05	2.47	1429.21	929.39	1437.41	929.36	1121.54	937.64	1130.01	937.37	1017.39	296.56	1017.39	296.56	0	1	1	2	-1	-1	-18.07	-34.19	634.62	43.36	-35.46	628.17	0.08	0.32	-0.95	-0.02	0.34	-0.94	0	 -1	
7411594062	SMP	1	1432.37	923.11	1124.97	930.54	13.34	13.34	2.55	12.62	12.62	2.46	1429.47	929.64	1437.65	929.59	1121.67	937.74	1130.14	937.55	1016.29	293.81	1016.29	293.81	0	1	1	2	-1	-1	-18.14	-34.26	635.12	43.31	-35.47	627.87	0.07	0.32	-0.95	-0.02	0.34	-0.94	0	 -1	
7411627565	SMP	1	1432.70	923.39	1125.39	930.84	13.36	13.36	2.55	12.86	12.86	2.45	1429.73	929.95	1437.95	929.86	1121.99	937.87	1130.36	937.73	1012.37	294.98	1012.37	294.98	0	1	1	2	-1	-1	-18.17	-34.28	634.28	43.30	-35.54	628.48	0.07	0.32	-0.95	-0.03	0.34	-0.94	0	 -1	
